날짜,종가,전일비,등락율,거래량,개인,기관,외국인,금융투자,보험,투신,은행,기타금융,연기금,사모펀드,국가지자체,기타법인,기타외국인,개인누적,기관누적,외국인누적,금투누적,투신누적,연기금누적
2021-05-10,83200.0,1300.0,0.010935601458080146,19326107.0,-3379529.0,2423072.0,957270.0,2723756.0,23730.0,-84336.0,20201.0,-1900.0,-572826.0,314447.0,0.0,9881.0,-10694.0,241779077.0,-188271945.0,-59197842.0,-20718743.0,-25139818.0,-115380833.0
2021-05-11,81200.0,-2000.0,-0.024038461538461564,28824361.0,15509555.0,-6041722.0,-9680493.0,-4031375.0,-186547.0,-385193.0,4264.0,17437.0,-1471437.0,11129.0,0.0,173417.0,39243.0,257288632.0,-194313667.0,-68878335.0,-24750118.0,-25525011.0,-116852270.0
2021-05-12,80000.0,-1200.0,-0.014778325123152691,35770783.0,16390142.0,-1986451.0,-14203285.0,-1079530.0,-133306.0,-197146.0,-55877.0,1675.0,-428887.0,-93380.0,0.0,-245746.0,45340.0,273678774.0,-196300118.0,-83081620.0,-25829648.0,-25722157.0,-117281157.0
2021-05-13,78500.0,-1500.0,-0.018750000000000044,31057718.0,10011342.0,-400613.0,-9776037.0,660649.0,-51501.0,-61942.0,1381.0,15481.0,-968585.0,3904.0,0.0,134847.0,30461.0,283690116.0,-196700731.0,-92857657.0,-25168999.0,-25784099.0,-118249742.0
2021-05-14,80100.0,1600.0,0.020382165605095537,16381023.0,338988.0,-221647.0,-278410.0,-554617.0,62095.0,185920.0,-726.0,54343.0,-95035.0,126373.0,0.0,157031.0,4038.0,284029104.0,-196922378.0,-93136067.0,-25723616.0,-25598179.0,-118344777.0
2021-05-17,79600.0,-500.0,-0.006242197253433224,17547476.0,3803133.0,-142672.0,-3647643.0,-321145.0,1186.0,52444.0,-850.0,11888.0,8513.0,105292.0,0.0,-24542.0,11724.0,287832237.0,-197065050.0,-96783710.0,-26044761.0,-25545735.0,-118336264.0
2021-05-18,79600.0,0.0,0.0,17278102.0,2681492.0,2796953.0,-5583468.0,3402466.0,-18057.0,-41024.0,-450.0,3589.0,-470101.0,-79470.0,0.0,99789.0,5234.0,290513729.0,-194268097.0,-102367178.0,-22642295.0,-25586759.0,-118806365.0
2021-05-20,79500.0,-100.0,-0.0012562814070351536,15080075.0,2030348.0,-437430.0,-1619290.0,-302731.0,-179127.0,71963.0,3000.0,22220.0,-133872.0,81117.0,0.0,11588.0,14784.0,292544077.0,-194705527.0,-103986468.0,-22945026.0,-25514796.0,-118940237.0
2021-05-21,80100.0,600.0,0.007547169811320753,20805901.0,-1075364.0,716516.0,313353.0,584285.0,33949.0,267725.0,687.0,10773.0,-283377.0,102474.0,0.0,54815.0,-9320.0,291468713.0,-193989011.0,-103673115.0,-22360741.0,-25247071.0,-119223614.0
2021-05-24,79700.0,-400.0,-0.004993757802746579,13365095.0,2228946.0,-623218.0,-1624858.0,-195393.0,-22226.0,-48003.0,-4188.0,10992.0,-413672.0,49272.0,0.0,17126.0,2004.0,293697659.0,-194612229.0,-105297973.0,-22556134.0,-25295074.0,-119637286.0
2021-05-26,79800.0,-100.0,0.0012547051442910462,11984359.0,488327.0,240091.0,-542578.0,590821.0,9203.0,-122919.0,-9495.0,-297.0,-284699.0,57477.0,0.0,-184847.0,-993.0,294185986.0,-194372138.0,-105840551.0,-21965313.0,-25417993.0,-119921985.0
2021-05-27,79600.0,-200.0,-0.0025062656641604564,21887475.0,2095135.0,7201.0,-2105938.0,311152.0,-49824.0,-135629.0,-1804.0,3770.0,-197725.0,77261.0,0.0,-46.0,3648.0,296281121.0,-194364937.0,-107946489.0,-21654161.0,-25553622.0,-120119710.0
2021-05-28,80100.0,500.0,0.00628140703517599,12279093.0,-1659298.0,1952724.0,-321691.0,1958991.0,6501.0,36817.0,-9689.0,-486.0,-192527.0,153117.0,0.0,24484.0,3781.0,294621823.0,-192412213.0,-108268180.0,-19695170.0,-25516805.0,-120312237.0
2021-06-01,80600.0,100.0,0.006242197253433224,13981889.0,-1705144.0,1633663.0,25982.0,2220603.0,-230577.0,-114807.0,-32051.0,11592.0,-248815.0,27718.0,0.0,55404.0,-9905.0,292916679.0,-190778550.0,-108242198.0,-17474567.0,-25631612.0,-120561052.0
2021-06-02,80800.0,200.0,0.002481389578163684,16335957.0,-706035.0,-911124.0,1615609.0,-344341.0,-79402.0,-111233.0,-30931.0,-3530.0,-241660.0,-100027.0,0.0,10560.0,-9010.0,292210644.0,-191689674.0,-106626589.0,-17818908.0,-25742845.0,-120802712.0
2021-06-03,82800.0,2000.0,0.024752475247524774,29348946.0,-9843997.0,4580846.0,5260172.0,2584838.0,74028.0,570053.0,22339.0,-1437.0,886462.0,444563.0,0.0,30344.0,-27365.0,282366647.0,-187108828.0,-101366417.0,-15234070.0,-25172792.0,-119916250.0
2021-06-04,82200.0,-600.0,-0.007246376811594235,18057206.0,1543211.0,-2507491.0,925085.0,-2086710.0,43104.0,-48448.0,1727.0,9061.0,-592874.0,166649.0,0.0,48737.0,-9542.0,283909858.0,-189616319.0,-100441332.0,-17320780.0,-25221240.0,-120509124.0
2021-06-07,81900.0,-300.0,-0.0036496350364964014,16247617.0,1468704.0,-68971.0,-1455975.0,427931.0,-609.0,-17320.0,-825.0,-16468.0,-486893.0,25213.0,0.0,53560.0,2682.0,285378562.0,-189685290.0,-101897307.0,-16892849.0,-25238560.0,-120996017.0
2021-06-08,81900.0,0.0,0.0,12695104.0,-69056.0,1094118.0,-1039897.0,1339087.0,-21753.0,18066.0,0.0,-26151.0,-244053.0,28922.0,0.0,12209.0,2626.0,285309506.0,-188591172.0,-102937204.0,-15553762.0,-25220494.0,-121240070.0
2021-06-09,81100.0,-800.0,-0.009768009768009733,14863548.0,2210106.0,-2873669.0,521726.0,-1155842.0,-55414.0,-232775.0,-4325.0,3888.0,-1154261.0,-274940.0,0.0,133978.0,7859.0,287519612.0,-191464841.0,-102415478.0,-16709604.0,-25453269.0,-122394331.0
2021-06-10,81000.0,-100.0,-0.0012330456226880004,17539247.0,1854703.0,-4261614.0,2396820.0,-2521862.0,-35972.0,-448512.0,-70.0,-1058.0,-1409007.0,154867.0,0.0,2749.0,7342.0,289374315.0,-195726455.0,-100018658.0,-19231466.0,-25901781.0,-123803338.0
2021-06-11,81000.0,0.0,0.0,13824584.0,3071594.0,-479145.0,-3016103.0,449.0,64034.0,214.0,3861.0,215.0,-551262.0,3344.0,0.0,416554.0,7100.0,292445909.0,-196205600.0,-103034761.0,-19231017.0,-25901567.0,-124354600.0
2021-06-14,80500.0,-500.0,-0.006172839506172867,10162528.0,3276220.0,-2312346.0,-1003211.0,-947989.0,-20048.0,-149407.0,1078.0,27293.0,-1036626.0,-186647.0,0.0,26929.0,12408.0,295722129.0,-198517946.0,-104037972.0,-20179006.0,-26050974.0,-125391226.0
2021-06-15,80900.0,400.0,0.00496894409937898,9843142.0,412503.0,-858733.0,430637.0,-205763.0,-62089.0,106234.0,-39.0,-2351.0,-588619.0,-106106.0,0.0,14936.0,657.0,296134632.0,-199376679.0,-103607335.0,-20384769.0,-25944740.0,-125979845.0
2021-06-16,81800.0,900.0,0.011124845488257096,14592881.0,-2731344.0,-88825.0,2715940.0,-41061.0,-44742.0,-17353.0,-7943.0,2723.0,-31096.0,50647.0,0.0,114758.0,-10529.0,293403288.0,-199465504.0,-100891395.0,-20425830.0,-25962093.0,-126010941.0
2021-06-17,80900.0,-900.0,-0.011002444987775029,13502824.0,4374401.0,-2138323.0,-2289531.0,-1586761.0,12205.0,-112660.0,8141.0,412.0,-354306.0,-105354.0,0.0,31940.0,21513.0,297777689.0,-201603827.0,-103180926.0,-22012591.0,-26074753.0,-126365247.0
2021-06-18,80500.0,-400.0,-0.0049443757725586845,14624189.0,4935862.0,544482.0,-5592396.0,831326.0,-199399.0,65055.0,-4846.0,-710.0,-130826.0,-16118.0,0.0,94993.0,17059.0,302713551.0,-201059345.0,-108773322.0,-21181265.0,-26009698.0,-126496073.0
2021-06-21,79900.0,-600.0,-0.007453416149068359,16040634.0,7626744.0,-3286782.0,-4268991.0,-2016746.0,-63957.0,-24932.0,-6854.0,-3780.0,-1005888.0,-164625.0,0.0,-89829.0,18858.0,310340295.0,-204346127.0,-113042313.0,-23198011.0,-26034630.0,-127501961.0
2021-06-22,80000.0,100.0,0.0012515644555695093,11288541.0,1075836.0,-668376.0,-763027.0,-178972.0,-169329.0,5507.0,-1000.0,-473.0,-295927.0,-28182.0,0.0,354082.0,1485.0,311416131.0,-205014503.0,-113805340.0,-23376983.0,-26029123.0,-127797888.0
